CiexKey,IdCiex,Ciex,DescCiex,Categoria,Grupo,Capitulo
6989,Q792,Exonfalos,Q792 - Exonfalos,"Q79 - MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS E",(Q65 - Q79) MALFORMACIONES Y DEFORMIDADES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6990,Q793,Gastrosquisis,Q793 - Gastrosquisis,"Q79 - MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS E",(Q65 - Q79) MALFORMACIONES Y DEFORMIDADES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6991,Q794,Sindrome del Abdomen en Ciruela Pasa,Q794 - Sindrome del Abdomen en Ciruela Pasa,"Q79 - MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS E",(Q65 - Q79) MALFORMACIONES Y DEFORMIDADES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6992,Q795,Otras Malformaciones Congenitas de la Pared Abdominal,Q795 - Otras Malformaciones Congenitas de la Pared Abdominal,"Q79 - MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS E",(Q65 - Q79) MALFORMACIONES Y DEFORMIDADES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6993,Q796,Sindrome de Ehlers-danlos,Q796 - Sindrome de Ehlers-danlos,"Q79 - MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS E",(Q65 - Q79) MALFORMACIONES Y DEFORMIDADES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6994,Q798,Otras Malformaciones Congenitas del Sistema Osteomuscular,Q798 - Otras Malformaciones Congenitas del Sistema Osteomuscular,"Q79 - MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS E",(Q65 - Q79) MALFORMACIONES Y DEFORMIDADES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6995,Q799,"Malformacion Congenita del Sistema Osteomuscular, no Especificada","Q799 - Malformacion Congenita del Sistema Osteomuscular, no Especificada","Q79 - MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS E",(Q65 - Q79) MALFORMACIONES Y DEFORMIDADES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6996,Q800,Ictiosis Vulgar,Q800 - Ictiosis Vulgar,Q80 - ICTIOSIS CONGENITA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6997,Q801,Ictiosis Ligada al Cromosoma X,Q801 - Ictiosis Ligada al Cromosoma X,Q80 - ICTIOSIS CONGENITA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6998,Q802,Ictiosis Lamelar,Q802 - Ictiosis Lamelar,Q80 - ICTIOSIS CONGENITA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
6999,Q803,Eritrodermia Ictiosiforme Vesicular Congenita,Q803 - Eritrodermia Ictiosiforme Vesicular Congenita,Q80 - ICTIOSIS CONGENITA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7000,Q804,Feto Arlequin,Q804 - Feto Arlequin,Q80 - ICTIOSIS CONGENITA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7001,Q808,Otras Ictiosis Congenitas,Q808 - Otras Ictiosis Congenitas,Q80 - ICTIOSIS CONGENITA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7002,Q809,"Ictiosis Congenita, no Especificada","Q809 - Ictiosis Congenita, no Especificada",Q80 - ICTIOSIS CONGENITA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7003,Q810,Epidermolisis Bullosa Simple,Q810 - Epidermolisis Bullosa Simple,Q81 - EPIDERMOLISIS BULLOSA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7004,Q811,Epidermolisis Bullosa Letal,Q811 - Epidermolisis Bullosa Letal,Q81 - EPIDERMOLISIS BULLOSA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7005,Q812,Epidermolisis Bullosa distrofica,Q812 - Epidermolisis Bullosa distrofica,Q81 - EPIDERMOLISIS BULLOSA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7006,Q818,Otras Epidermolisis Bullosas,Q818 - Otras Epidermolisis Bullosas,Q81 - EPIDERMOLISIS BULLOSA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7007,Q819,"Epidermolisis Bullosa, no Especificada","Q819 - Epidermolisis Bullosa, no Especificada",Q81 - EPIDERMOLISIS BULLOSA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7008,Q820,Linfedema Hereditario,Q820 - Linfedema Hereditario,Q82 - OTRAS MALFORMACIONES CONGENITAS DE LA PIEL,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7009,Q821,Xeroderma Pigmentoso,Q821 - Xeroderma Pigmentoso,Q82 - OTRAS MALFORMACIONES CONGENITAS DE LA PIEL,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7010,Q822,Mastocitosis,Q822 - Mastocitosis,Q82 - OTRAS MALFORMACIONES CONGENITAS DE LA PIEL,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7011,Q823,Incontinencia Pigmentaria,Q823 - Incontinencia Pigmentaria,Q82 - OTRAS MALFORMACIONES CONGENITAS DE LA PIEL,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7012,Q824,Displasia Ectodermica (Anhidrotica),Q824 - Displasia Ectodermica (Anhidrotica),Q82 - OTRAS MALFORMACIONES CONGENITAS DE LA PIEL,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7013,Q825,"Nevo no Neoplasico, Congenito","Q825 - Nevo no Neoplasico, Congenito",Q82 - OTRAS MALFORMACIONES CONGENITAS DE LA PIEL,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7014,Q828,"Otras Malformaciones Congenitas de la Piel, Especificadas","Q828 - Otras Malformaciones Congenitas de la Piel, Especificadas",Q82 - OTRAS MALFORMACIONES CONGENITAS DE LA PIEL,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7015,Q829,"Malformacion Congenita de la Piel, no Especificada","Q829 - Malformacion Congenita de la Piel, no Especificada",Q82 - OTRAS MALFORMACIONES CONGENITAS DE LA PIEL,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7016,Q830,Ausencia Congenita de la Mama con Ausencia del Pezon,Q830 - Ausencia Congenita de la Mama con Ausencia del Pezon,Q83 - MALFORMACIONES CONGENITAS DE LA MAMA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7017,Q831,Mama Supernumeraria,Q831 - Mama Supernumeraria,Q83 - MALFORMACIONES CONGENITAS DE LA MAMA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7018,Q832,Ausencia de Pezon,Q832 - Ausencia de Pezon,Q83 - MALFORMACIONES CONGENITAS DE LA MAMA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7019,Q833,Pezon Supernumerario,Q833 - Pezon Supernumerario,Q83 - MALFORMACIONES CONGENITAS DE LA MAMA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7020,Q838,Otras Malformaciones Congenitas de la Mama,Q838 - Otras Malformaciones Congenitas de la Mama,Q83 - MALFORMACIONES CONGENITAS DE LA MAMA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7021,Q839,"Malformacion Congenita de la Mama, no Especificada","Q839 - Malformacion Congenita de la Mama, no Especificada",Q83 - MALFORMACIONES CONGENITAS DE LA MAMA,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7022,Q840,Alopecia Congenita,Q840 - Alopecia Congenita,Q84 - OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7023,Q841,"Alteraciones Morfologicas Congenitas del Pelo, no Clasificadas en otra parte","Q841 - Alteraciones Morfologicas Congenitas del Pelo, no Clasificadas en otra parte",Q84 - OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7024,Q842,Otras Malformaciones Congenitas del Pelo,Q842 - Otras Malformaciones Congenitas del Pelo,Q84 - OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7025,Q843,Anoniquia,Q843 - Anoniquia,Q84 - OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7026,Q844,Leuconiquia Congenita,Q844 - Leuconiquia Congenita,Q84 - OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7027,Q845,Agrandamiento e Hipertrofia de las Unas,Q845 - Agrandamiento e Hipertrofia de las Unas,Q84 - OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7028,Q846,Otras Malformaciones Congenitas de las Unas,Q846 - Otras Malformaciones Congenitas de las Unas,Q84 - OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7029,Q848,"Otras Malformaciones Congenitas de las Faneras, Especificadas","Q848 - Otras Malformaciones Congenitas de las Faneras, Especificadas",Q84 - OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7030,Q849,"Malformacion Congenita de las Faneras, no Especificada","Q849 - Malformacion Congenita de las Faneras, no Especificada",Q84 - OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7031,Q850,Neurofibromatosis (No Maligna),Q850 - Neurofibromatosis (No Maligna),"Q85 - FACOMATOSIS, NO CLASIFICADA EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7032,Q851,Esclerosis Tuberosa,Q851 - Esclerosis Tuberosa,"Q85 - FACOMATOSIS, NO CLASIFICADA EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7033,Q858,"Otras Facomatosis, no Clasificadas en otra parte","Q858 - Otras Facomatosis, no Clasificadas en otra parte","Q85 - FACOMATOSIS, NO CLASIFICADA EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7034,Q859,"Facomatosis, no Especificada","Q859 - Facomatosis, no Especificada","Q85 - FACOMATOSIS, NO CLASIFICADA EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7035,Q860,Sindrome Fetal (dismorfico) debido al Alcohol,Q860 - Sindrome Fetal (dismorfico) debido al Alcohol,Q86 - SINDROMES DE MALFORMACIONES CONGENITAS DEBIDOS A CAUSAS EXOGENAS CONOC,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7036,Q861,Sindrome de Hidantoina Fetal,Q861 - Sindrome de Hidantoina Fetal,Q86 - SINDROMES DE MALFORMACIONES CONGENITAS DEBIDOS A CAUSAS EXOGENAS CONOC,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7037,Q862,Dismorfismo debido a Warfarina,Q862 - Dismorfismo debido a Warfarina,Q86 - SINDROMES DE MALFORMACIONES CONGENITAS DEBIDOS A CAUSAS EXOGENAS CONOC,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7038,Q868,Otros Sindromes de Malformaciones Congenitas debidos a Causas Exogenas Conocidas,Q868 - Otros Sindromes de Malformaciones Congenitas debidos a Causas Exogenas Conocidas,Q86 - SINDROMES DE MALFORMACIONES CONGENITAS DEBIDOS A CAUSAS EXOGENAS CONOC,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7039,Q870,Sindromes de Malformaciones Congenitas que Afectan Principalmente la Apariencia Facial,Q870 - Sindromes de Malformaciones Congenitas que Afectan Principalmente la Apariencia Facial,Q87 - OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS QUE AFECTAN,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7040,Q871,Sindromes de Malformaciones Congenitas Asociadas Principalmente con Estatura Baja:,Q871 - Sindromes de Malformaciones Congenitas Asociadas Principalmente con Estatura Baja:,Q87 - OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS QUE AFECTAN,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7041,Q872,Sindromes de Malformaciones Congenitas que Afectan Principalmente los Miembros,Q872 - Sindromes de Malformaciones Congenitas que Afectan Principalmente los Miembros,Q87 - OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS QUE AFECTAN,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7042,Q873,Sindromes de Malformaciones Congenitas con Exceso de Crecimiento Precoz,Q873 - Sindromes de Malformaciones Congenitas con Exceso de Crecimiento Precoz,Q87 - OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS QUE AFECTAN,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7043,Q874,Sindrome de Marfan,Q874 - Sindrome de Marfan,Q87 - OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS QUE AFECTAN,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7044,Q875,Otros Sindromes de Malformaciones Congenitas con otros Cambios Esqueleticos,Q875 - Otros Sindromes de Malformaciones Congenitas con otros Cambios Esqueleticos,Q87 - OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS QUE AFECTAN,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7045,Q878,"Otros Sindromes de Malformaciones Congenitas Especificados, no Clasificados en otra Part","Q878 - Otros Sindromes de Malformaciones Congenitas Especificados, no Clasificados en otra Part",Q87 - OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS QUE AFECTAN,(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7046,Q890,Malformaciones Congenitas del Bazo,Q890 - Malformaciones Congenitas del Bazo,"Q89 - OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7047,Q891,Malformaciones Congenitas de la Glandula Suprarrenal,Q891 - Malformaciones Congenitas de la Glandula Suprarrenal,"Q89 - OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7048,Q892,Malformaciones Congenitas de otras Glandulas Endocrinas,Q892 - Malformaciones Congenitas de otras Glandulas Endocrinas,"Q89 - OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7049,Q893,Situs Inversus,Q893 - Situs Inversus,"Q89 - OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7050,Q894,Gemelos Siameses,Q894 - Gemelos Siameses,"Q89 - OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7051,Q897,"Malformaciones Congenitas Multiples, no Clasificadas en otra parte","Q897 - Malformaciones Congenitas Multiples, no Clasificadas en otra parte","Q89 - OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7052,Q898,"Otras Malformaciones Congenitas, Especificadas","Q898 - Otras Malformaciones Congenitas, Especificadas","Q89 - OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7053,Q899,"Malformacion Congenita, no Especificada","Q899 - Malformacion Congenita, no Especificada","Q89 - OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE",(Q80 - Q89) OTRAS MALFORMACIONES CONGENITAS,"CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7054,Q900,"Trisomia 21, por Falta de disyuncion Meiotica","Q900 - Trisomia 21, por Falta de disyuncion Meiotica",Q90 - SINDROME DE DOWN,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7055,Q901,"Trisomia 21, Mosaico (Por Falta de disyuncion Mitotica)","Q901 - Trisomia 21, Mosaico (Por Falta de disyuncion Mitotica)",Q90 - SINDROME DE DOWN,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7056,Q902,"Trisomia 21, por Translocacion","Q902 - Trisomia 21, por Translocacion",Q90 - SINDROME DE DOWN,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7057,Q909,"Sindrome de down, no Especificado","Q909 - Sindrome de down, no Especificado",Q90 - SINDROME DE DOWN,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7058,Q910,"Trisomia 18, por Falta de Disyuncion Meiotica","Q910 - Trisomia 18, por Falta de Disyuncion Meiotica",Q91 - SINDROME DE EDWARDS Y SINDROME DE PATAU,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7059,Q911,"Trisomia 18, Mosaico (Por Falta de Disyuncion Mitotica)","Q911 - Trisomia 18, Mosaico (Por Falta de Disyuncion Mitotica)",Q91 - SINDROME DE EDWARDS Y SINDROME DE PATAU,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7060,Q912,"Trisomia 18, por Translocacion","Q912 - Trisomia 18, por Translocacion",Q91 - SINDROME DE EDWARDS Y SINDROME DE PATAU,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7061,Q913,"Sindrome de Edwards, no Especificado","Q913 - Sindrome de Edwards, no Especificado",Q91 - SINDROME DE EDWARDS Y SINDROME DE PATAU,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7062,Q914,"Trisomia 13, por Falta de Disyuncion Meiotica","Q914 - Trisomia 13, por Falta de Disyuncion Meiotica",Q91 - SINDROME DE EDWARDS Y SINDROME DE PATAU,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
